judul,isi,tanggal,link
Video Pria Menginjak Al-Qur’an di Klub Malam Arab Saudi				,"Lokasi kejadian bukan di Arab Saudi, tetapi Manchester (Inggris).","November 15, 2024",https://turnbackhoax.id/2024/11/15/salah-video-pria-menginjak-al-quran-di-klub-malam-arab-saudi/
Pemain IBK Altos Tak Sadarkan Diri Usai Terkena Smash Megawati Hangestri				,Hasil periksa fakta Ainayya. Unggahan video yang mengklaim bahwa pemain IBK Altos tak sadarkan diri setelah terkena smash dari Megawati Hangestri merupakan konten yang dimanipulasi. […],"April 18, 2024",https://turnbackhoax.id/2024/04/18/salah-pemain-ibk-altos-tak-sadarkan-diri-usai-terkena-smash-megawati-hangestri/
Pelintiran Pertemuan PM Israel Benjamin Netanyahu dengan Watimpres Yahya Cholil Staquf				,"MENYESATKAN, menunggangi situasi konflik Iran – Israel saat ini (2024). FAKTA: video yang dibagikan TIDAK berkaitan dengan kondisi saat ini karena berdasaran konteks waktu pertemuan […]","April 18, 2024",https://turnbackhoax.id/2024/04/18/salah-pelintiran-pertemuan-pm-israel-benjamin-netanyahu-dengan-watimpres-yahya-cholil-staquf/
MK Bacakan Putusan Mendiskualifikasi Prabowo-Gibran				,"Hasil periksa fakta Panji Faktanya video tersebut telah dimanipulasi dengan mengubah suara Ketua MK, Suhartoyo, dengan suara Bambang Widjojanto, salah seorang anggota tim kuasa hukum […]","April 18, 2024",https://turnbackhoax.id/2024/04/18/salah-mk-bacakan-putusan-mendiskualifikasi-prabowo-gibran/
Megawati Hangestri Bantai AI Peppers Hingga Opposite Yaasmeen Muntah Darah				,"Hasil periksa fakta Ainayya. Unggahan video yang mengklaim bahwa Megawati Hangestri berhasil membantai AI Peppers hingga opposite lawan muntah darah merupakan konten yang menyesatkan. Faktanya, […]","April 18, 2024",https://turnbackhoax.id/2024/04/18/salah-megawati-hangestri-bantai-ai-peppers-hingga-opposite-yaasmeen-muntah-darah/
Lirik di Lagu Soundtrack Serial Avatar: The Last Airbender Memiliki Tujuan untuk Memuja Dewa Hindu				,"Hasil periksa fakta Panji Berdasarkan interview dari komposer yang membuat soundtrack tersebut, ia menjelaskan jika ia hanya terinspirasi oleh suara lantunan para penari Kecak dan […]","April 18, 2024",https://turnbackhoax.id/2024/04/18/salah-lirik-di-lagu-soundtrack-serial-avatar-the-last-airbender-memiliki-tujuan-untuk-memuja-dewa-hindu/
Kepala Ratu Voli Korea Bocor Setelah Terkena Smash Megawati Hangestri				,Hasil periksa fakta Ainayya. Unggahan video yang mengklaim bahwa smash keras dari Megawati Hangestri telah mengenai Kim Yeon Koung hingga kepalanya bocor merupakan konten yang […],"April 18, 2024",https://turnbackhoax.id/2024/04/18/salah-kepala-ratu-voli-korea-bocor-setelah-terkena-smash-megawati-hangestri/
KAESANG PECAT GIRING GANESHA DARI JABATAN KETUM PSI KARENA TIDAK BECUS URUS PARTAI				,"Hasil Periksa Fakta Gabriela Nauli Faktanya, pengangkatan Kaesang sebagai pengganti Ketum PSI adalah hasil rekomendasi dari Giring Ganesha. Sementara Giring kini menjabat sebagai anggota Dewan […]","April 18, 2024",https://turnbackhoax.id/2024/04/18/salah-kaesang-pecat-giring-ganesha-dari-jabatan-ketum-psi-karena-tidak-becus-urus-partai/
GIBRAN SEBUT PENERIMA MANFAAT MAKAN SIANG GRATIS TELAH DITERIMA OLEH 400 JUTA ANAK DI INDONESIA				,"Hasil Periksa Fakta Gabriela Nauli Faktanya, 400 juta anak yang disebut Gibran di dalam pidatonya bukan merujuk pada jumlah anak di Indonesia. Namun merujuk pada […]","April 18, 2024",https://turnbackhoax.id/2024/04/18/salah-gibran-sebut-penerima-manfaat-makan-siang-gratis-telah-diterima-oleh-400-juta-anak-di-indonesia/
Gempa Bumi Telan Belasan Nyawa Pada 14 April 2024				,"Hasil periksa fakta Panji Isi video membahas peristiwa gempa yang terjadi di Melonguane, Sulut, tetapi dari pihak BMKG sendiri belum memberikan keterang mengenai dampak apa […]","April 18, 2024",https://turnbackhoax.id/2024/04/18/salah-gempa-bumi-telan-belasan-nyawa-pada-14-april-2024/
"Gempa Bermagnitudo 6,0 Guncang Indonesia Bagian Timur pada 13 April 2024				",Hasil periksa fakta Ainayya. Unggahan video yang mengklaim bahwa bencana gempa bumi telah mengguncang wilayah Indonesia bagian timur pada 13 April 2024 merupakan konten yang […],"April 18, 2024",https://turnbackhoax.id/2024/04/18/salah-gempa-bermagnitudo-60-guncang-indonesia-bagian-timur-pada-13-april-2024/
"Gempa Bermagnitudo 4,2 Guncang Tuban pada 15 April 2024				","Hasil periksa fakta Ainayya. Unggahan video yang mengklaim bahwa bencana gempa bumi telah mengguncang wilayah Tuban pada 15 April 2024 merupakan konten yang dimanipulasi. Faktanya, […]","April 18, 2024",https://turnbackhoax.id/2024/04/18/salah-gempa-bermagnitudo-42-guncang-tuban-pada-15-april-2024/
"Gempa 9,8 Magnitude Guncang Labuan Bajo 4 April 2024				","Hasil periksa fakta Raymondha Elsha Isi video tidak memberikan penjelasan yang sesuai pada klaim jika benar telah terjadi gempa 9,8 magnitude yang menerjang Labuan Bajo. […]","April 18, 2024",https://turnbackhoax.id/2024/04/18/salah-gempa-98-magnitude-guncang-labuan-bajo-4-april-2024-2/
Gambar Antrean Beras Tahun 1965 dan Tahun 2024				,Hasil Periksa Fakta Luthfiyah Keterangan waktu pada gambar tersebut tidak benar. Gambar berwarna hitam putih yang diklaim merupakan antrean beras tahun 1965 faktanya gambar tersebut […],"April 18, 2024",https://turnbackhoax.id/2024/04/18/salah-gambar-antrean-beras-tahun-1965-dan-tahun-2024/
Drone Iran Tersangkut di Kabel				,"Hasil periksa fakta Panji Berdasarkan hasil temuan, video drone tersebut sudah beredar sejak Februari 2024 lalu, selain itu lokasi drone yang tersangkut tersebut berada di […]","April 18, 2024",https://turnbackhoax.id/2024/04/18/salah-drone-iran-tersangkut-di-kabel/
ANIES BASWEDAN KETAHUAN TIDAK PUASA				,"Informasi tersebut hoaks. Foto yang ditampilkan merupakan momen saat Anies tengah makan siang, tepatnya pada 5 April 2018, dan BUKAN saat bulan puasa. KATEGORI: MISLEADING […]","April 18, 2024",https://turnbackhoax.id/2024/04/18/salah-anies-baswedan-ketahuan-tidak-puasa/
"AKUN FACEBOOK PJ GUBERNUR SULAWESI SELATAN, BAHTIAR BAHARUDDIN				","Akun tersebut PALSU. Diskominfo Sulawesi Selatan menegaskan jika PJ Gubernur, Bahtiar Baharuddin tidak memiliki akun media sosial apapun, termasuk Facebook. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN […]","April 18, 2024",https://turnbackhoax.id/2024/04/18/salah-akun-facebook-pj-gubernur-sulawesi-selatan-bahtiar-baharuddin/
“Video Masjidil Aqsha hancur adalah propaganda Zionist”				,"MENYESATKAN, video yang dibagikan adalah pelintiran yang sudah diklarifikasi sebelumnya pada tahun 2021 lalu. FAKTA: yang terbakar adalah pohon di luar Masjid, berhasil dipadamkan dengan […]","April 17, 2024",https://turnbackhoax.id/2024/04/17/salah-video-masjidil-aqsha-hancur-adalah-propaganda-zionist/
Truk Iran melintasi perbatasan ke Suriah				,"Periksa Fakta Vania.Faktanya, foto tersebut berasal dari tahun 2019 dan menggambarkan kendaraan yang berpartisipasi dalam perayaan Hari Tentara tahunan Iran di Teheran. =====    KATEGORI: Konten […]","April 17, 2024",https://turnbackhoax.id/2024/04/17/salah-truk-iran-melintasi-perbatasan-ke-suriah/
Tarik tunai di ATM menggunakan KTP				,Hasil periksa fakta Arief Putra Ramadhan. Penarikan uang di ATM tidak bisa menggunakan KTP. Kartu ATM tersebut sudah dilapisi dengan Geto Card atau sticker. Selengkapnya […],"April 17, 2024",https://turnbackhoax.id/2024/04/17/salah-tarik-tunai-di-atm-menggunakan-ktp/
Sekda Belitung Hendra Caya Meminta Donasi Melalui WhatsApp				,Hasil periksa fakta Rahmah. Hendra Caya menyatakan nomor WhatsApp 0856 4633 2057 bukan miliknya. KATEGORI: IMPOSTER CONTENT/KONTEN TIRUAN ===Sumber WhatsApp NARASI:“A: Assalamuallaikum..wr..wbB: AlaikumsalamA: Maaf ap […],"April 17, 2024",https://turnbackhoax.id/2024/04/17/salah-sekda-belitung-hendra-caya-meminta-donasi-melalui-whatsapp/
"Pelabuhan Ratu Hancur, Gelombang Tinggi Sangat Ganas Melalap Puluhan Wisatawan				","Hasil periksa fakta Amanda Rahma Faktanya, klaim tersebut tidak sesuai dengan video yang diunggah. Kalimat yang disampaikan narator pada video ini mirip dengan salah satu […]","April 17, 2024",https://turnbackhoax.id/2024/04/17/salah-pelabuhan-ratu-hancur-gelombang-tinggi-sangat-ganas-melalap-puluhan-wisatawan/
Kondisi Bandara Israel Setelah Adanya Serangan Dari Iran				,"Periksa Fakta Vania.Faktanya, video tersebut bukan merupakan video situasi bandara Israel akibat serangan dari Iran, melainkan video rusaknya eskalator pada stasiun Repubblica tahun 2018 silam. […]","April 17, 2024",https://turnbackhoax.id/2024/04/17/salah-kondisi-bandara-israel-setelah-adanya-serangan-dari-iran/
Kereta Cepat Whoosh Bocor				,"Hasil periksa fakta Amanda Rahma Faktanya, Postingan yang menyatakan bahwa kereta cepat Whoosh buatan China ini tidak mengalami kebocoran. Pihak KCIC telah membantah kabar tersebut […]","April 17, 2024",https://turnbackhoax.id/2024/04/17/salah-kereta-cepat-whoosh-bocor/
Jokowi Copot Pj Gubernur Aceh Ahmad Marzuki karena Anies Baswedan Menang Telak di Aceh				,Hasil periksa fakta Rahmah. Menteri Dalam Negeri (Mendagri) Tito Karnavian memastikan pergantian Penjabat Gubernur Aceh dari Ahmad Marzuki kepada Bustami Hamzah sama sekali tidak bermuatan […],"April 17, 2024",https://turnbackhoax.id/2024/04/17/salah-jokowi-copot-pj-gubernur-aceh-ahmad-marzuki-karena-anies-baswedan-menang-telak-di-aceh/
Jokowi Berkunjung Ke Rumah Megawati Pada Lebaran 2024				,"Hasil periksa fakta Amanda Rahma Faktanya, video yang memperlihatkan Presiden Jokowi beserta istri mengunjungi kediaman Megawati di hari lebaran adalah video tahun 2023. Selain itu, […]","April 17, 2024",https://turnbackhoax.id/2024/04/17/salah-jokowi-berkunjung-ke-rumah-megawati-pada-lebaran-2024/
“Hari ketika Iran mengambil tindakan untuk menghancurkan pembunuh anak-anak #Palestina”				,"MENYESATKAN, memanfaatkan situasi konflik Iran – Israel saat ini (2024). FAKTA: video yang dibagikan TIDAK berkaitan, sudah beredar sebelumnya pada tahun 2023 lalu yang sebelumnya […]","April 17, 2024",https://turnbackhoax.id/2024/04/17/salah-hari-ketika-iran-mengambil-tindakan-untuk-menghancurkan-pembunuh-anak-anak-palestina/
Daftar Kuliah Gratis Ikatan Dinas				,"Hasil periksa fakta Arief Putra Ramadhan. Hoaks lama bersemi kembali, pesan tersebut sering muncul setiap tahun dan hanya diubah pada periode tahunnya saja.  Kementerian PAN-RB […]","April 17, 2024",https://turnbackhoax.id/2024/04/17/salah-daftar-kuliah-gratis-ikatan-dinas/
Akun WhatsApp Pj Sekda Bario Utara Jufri				,"Hasil periksa fakta Rahmah. Akun palsu, Jufriansyah meminta kepada seluruh ASN dan masyarakat selalu kroscek dan tidak mudah percaya. KATEGORI: IMPOSTER CONTENT/KONTEN TIRUAN ===Sumber WhatsApp […]","April 17, 2024",https://turnbackhoax.id/2024/04/17/salah-akun-whatsapp-pj-sekda-bario-utara-jufri/
Akun Instagram DPKP Kota Bandung Adakan Give Away Tebus Murah				,"Hasil periksa fakta Rahmah. Diskominfo Bandung menyatakan postingan di akun Instagram DPKP Bandung adalah hoaks. KATEGORI: IMPOSTER CONTENT/KONTEN TIRUAN ===Sumber: Instagramhttps://ghostarchive.org/iarchive/instagram/dpkpbdg/3335524014776308226_3335524005750077635 ===NARASI:HALO SOBAT @dpkpbdg, KAMI […]","April 17, 2024",https://turnbackhoax.id/2024/04/17/salah-akun-instagram-dpkp-kota-bandung-adakan-give-away-tebus-murah/
Akun Facebook Anggota DPRD Kabupaten Kapuas Rahmad Jainudin				,Hasil periksa fakta Rahmah. Rahmad Jainudin menjelaskan akun miliknya yaitu https://www.facebook.com/rahmad.zainudin.92. KATEGORI: IMPOSTER CONTENT/KONTEN TIRUAN ===Sumber Tangkapan Layar Facebook NARASI:“Assalamualaikum”“Wa.Alaikum salam bapa FB baru lagi […],"April 17, 2024",https://turnbackhoax.id/2024/04/17/salah-akun-facebook-anggota-dprd-kabupaten-kapuas-rahmad-jainudin/
Video Sebuah Terowongan Bawah Laut Mengalami Kebocoran				,"Hasil periksa fakta Panji Faktanya video yang dikatakan sebagai terowongan bawah laut yang jebol tersebut tidak benar, faktanya terowongan tersebut bukan merupakan terowongan bawah laut […]","April 16, 2024",https://turnbackhoax.id/2024/04/16/salah-video-sebuah-terowongan-bawah-laut-mengalami-kebocoran/
Tanggal 20 Maret KPU Umumkan Anies Muhaimin Menang Pilpres 2024				,Hasil periksa fakta Imroatul  Unggahan video dengan klaim KPU mengumumkan pasangan Anies Rasyid Baswedan-Muhaimin Iskandar adalah pemenang Pilpres 2024 tidak berdasar pada informasi resmi dari […],"April 16, 2024",https://turnbackhoax.id/2024/04/16/salah-tanggal-20-maret-kpu-umumkan-anies-muhaimin-menang-pilpres-2024/
"“SINGA MENGGALI KUBURAN SENDIRI”				",Hasil periksa fakta Yudho Ardi Faktanya Singa tersebut menggali lubang persembunyian babi hutan selama 7 jam untuk dimangsa. ===== [KATEGORI]: KONTEKS YANG SALAH ===== [SUMBER]: […],"April 16, 2024",https://turnbackhoax.id/2024/04/16/salah-singa-menggali-kuburan-sendiri/
Rafi Ahmad Diciduk Polisi Karena Kasus Pencucian Uang 271 Triliun				,Hasil periksa fakta Imroatul Unggahan video dengan klaim Raffi Ahmad keciduk merupakan informasi yang menyesatkan. Faktanya unggahan video tersebut merupakan konten prank yang dibuat oleh […],"April 16, 2024",https://turnbackhoax.id/2024/04/16/salah-rafi-ahmad-diciduk-polisi-karena-kasus-pencucian-uang-271-triliun/
"Pulau Dewata Tragis, Gelombang Tinggi Mencekam dan Melalap Habis Wilayah Pantai Bali				",Hasil periksa fakta Imroatul  Unggahan video dengan klaim Pulau Dewata tragis akibat gelombang tinggi yang mencekam dan melalap habis wilayah Pantai Bali merupakan informasi yang […],"April 16, 2024",https://turnbackhoax.id/2024/04/16/salah-pulau-dewata-tragis-gelombang-tinggi-mencekam-dan-melalap-habis-wilayah-pantai-bali/
Lebaran Ketiga Gunung Semeru Erupsi dan Telan Korban Jiwa				,"Hasil periksa fakta Vendra Panji Faktanya tidak diberikan informasi tentang adanya korban jiwa akibat dari erupsi tersebut, maka klaim yang mengatakan jika pada 12 April […]","April 16, 2024",https://turnbackhoax.id/2024/04/16/salah-lebaran-ketiga-gunung-semeru-erupsi-dan-telan-korban-jiwa/
“KEADAAN #ISRAEL SAAT INI MENGALAMI YANG PALESTINA ALAMI”				,"MENYESATKAN, video yang dibagikan BUKAN merekam peristiwa di Israel. FAKTA: lokasi sebenarnya dari Star Towers B2 Blok, salah satu gedung yang muncul di video, adalah […]","April 16, 2024",https://turnbackhoax.id/2024/04/16/salah-keadaan-israel-saat-ini-mengalami-yang-palestina-alami/
Jhon LBF Giveaway Uang 35 Juta Melalui Games Tebak Angka				,Hasil periksa fakta Vendra Panji Jhon LBF sendiri mengunggah sebuah video di akun Tiktok resminya berupa klarifikasi jika dirinya tidak pernah mengadakan giveaway dalam bentuk […],"April 16, 2024",https://turnbackhoax.id/2024/04/16/salah-jhon-lbf-giveaway-uang-35-juta-melalui-games-tebak-angka/
Gelombang Tinggi di Selat Bali Sapu Bersih Wilayah Pesisir pada 14 April 2024				,Hasil periksa fakta Vendra Panji Faktanya hingga saat ini tidak ada pemberitaan yang mengatakan jika Selat Bali mengamuk hingga sapu bersih wilayah pesisir seperti yang […],"April 16, 2024",https://turnbackhoax.id/2024/04/16/salah-gelombang-tinggi-di-selat-bali-sapu-bersih-wilayah-pesisir-pada-14-april-2024/
Bank Indonesia Resmi Mengeluarkan Uang Baru 1.0?				,"Hasil periksa fakta Arief Putra Ramadhan. Bukan uang keluaran baru, melainkan House Note yang merupakan spesimen yang memuat seluruh fitur sekuriti yang dilakukan oleh Peruri […]","April 16, 2024",https://turnbackhoax.id/2024/04/16/salah-bank-indonesia-resmi-mengeluarkan-uang-baru-1-0/
“𝙋𝙍𝙊𝙂𝙍𝘼𝙈 𝙋𝙍𝙊𝙈𝙊 2024″ 𝙆𝙝𝙪𝙨𝙪𝙨 𝙎𝙚𝙡𝙪𝙧𝙪𝙝 𝙉𝙖𝙨𝙖𝙗𝙖𝙝 𝘽𝘼𝙉𝙆 𝙅𝘼𝙒𝘼 𝙏𝙄𝙈𝙐𝙍”				,"Akun palsu. Di akun Facebook resmi milik Bank Jatim, tidak terdapat informasi bagi-bagi undian berhadiah yang meliputi ratusan unit mobil, ribuan unit motor, hingga paket […]","April 16, 2024",https://turnbackhoax.id/2024/04/16/salah-%f0%9d%99%8b%f0%9d%99%8d%f0%9d%99%8a%f0%9d%99%82%f0%9d%99%8d%f0%9d%98%bc%f0%9d%99%88-%f0%9d%99%8b%f0%9d%99%8d%f0%9d%99%8a%f0%9d%99%88%f0%9d%99%8a-2024-%f0%9d%99%86%f0%9d%99%9d%f0%9d%99%aa/
“Inilah yang terjadi ketika petir menyambar sungai”				,"MEMELINTIR konteks, BUKAN Petir. FAKTA: kilat yang disebut sebagai sambaran Petir di video yang dibagikan adalah Det Cord (Kabel Detonasi) yang menyala sebelum mencapai bahan […]","April 15, 2024",https://turnbackhoax.id/2024/04/15/salah-inilah-yang-terjadi-ketika-petir-menyambar-sungai/
Gambar Gibran diberi gelar Gus oleh Kyai				,"Hasil Periksa Fakta Luthfiyah. Gambar Gibran diberi gelar Gus tidak benar. Faktanya, gambar tersebut merupakan Gibran yang saat itu menjadi cawapres melakukan kunjungan di pesantren […]","April 15, 2024",https://turnbackhoax.id/2024/04/15/salah-gambar-gibran-diberi-gelar-gus-oleh-kyai/
Jokowi Berikan THR Berupa Emas 24 Karat di Tiktok				,"Hasil periksa fakta Vendra Panji Tidak benar bahwa Presiden Jokowi memberikan THR lebaran berupa emas 24 karat, akun yang mengatasnamakan Jokowi tersebut dapat diindikasi sebagai […]","April 14, 2024",https://turnbackhoax.id/2024/04/14/salah-jokowi-berikan-thr-berupa-emas-24-karat-di-tiktok/
Giveaway Motor CRF dan Uang 40 Juta oleh PT Astra Honda				,"Hasil periksa fakta Vendra Panji Tidak benar bahwa Honda Indonesia memberikan hadiah motor CRF dan uang 40 juta di Tiktok, akun yang mengatasnamakan Honda tersebut […]","April 14, 2024",https://turnbackhoax.id/2024/04/14/salah-giveaway-motor-crf-dan-uang-40-juta-oleh-pt-astra-honda/
Foto Pasukan Tentara Iran Bersiap Menyerang Israel				,Hasil periksa fakta Panji Faktanya foto tersebut merupakan foto tentara Korea Utara yang pada 25 April 2017 lalu sedang menggelar perayaan berdirinya Tentara Pembebasan Rakyat […],"April 14, 2024",https://turnbackhoax.id/2024/04/14/salah-foto-pasukan-tentara-iran-bersiap-menyerang-israel/
Video tentara Cina mendarat di Manado				,"Hasil Periksa Fakta Luthfiyah Video tentara Cina mendarat di Manado tidak benar. Faktanya, video tersebut merupakan video Brimob yang tiba setelah bertugas di Satgas damai […]","April 13, 2024",https://turnbackhoax.id/2024/04/13/salah-video-tentara-cina-mendarat-di-manado/
Video serangan Iran ke Tel Aviv				,"Periksa Fakta Vania. Video tersebut merupakan serangan rudal terhadap angkatan laut Rusia di Pelabuhan Sevastopol, Laut Hitam, bukan serangan Iran terhadap Tel Aviv. ===== KATEGORI: […]","April 13, 2024",https://turnbackhoax.id/2024/04/13/salah-video-serangan-iran-ke-tel-aviv/
Soimah Berikan Uang Sebesar 50 Juta di Facebook				,"Hasil periksa fakta Vendra Panji Tidak benar bahwa Soimah memberikan uang 50 juta secara cuma-cuma di Facebook, akun yang mengatasnamakan Soimah tersebut dapat diindikasi sebagai […]","April 13, 2024",https://turnbackhoax.id/2024/04/13/salah-soimah-berikan-uang-sebesar-50-juta-di-facebook/
“Prabowo Menyambangi Rumah Megawati Gibran di Diskualifikasi”				,"MENYESATKAN, memelintir konteks memanfaatkan momen Pemilu 2024. FAKTA: TIDAK berkaitan dengan Pemilu 2024, video yang dibagikan adalah rekaman peristiwa pada Pemilu tahun 2019 lalu. Selengkapnya […]","April 13, 2024",https://turnbackhoax.id/2024/04/13/salah-prabowo-menyambangi-rumah-megawati-gibran-di-diskualifikasi/
Ledakan Dahsyat Gunung Krakatau				,"Periksa Fakta Vania. Faktanya, video yang diunggah dalam kanal youtube CCTV Bencana merupakan berita lama yang terjadi pada 3 Desember 2023. ===== KATEGORI: Konten yang […]","April 13, 2024",https://turnbackhoax.id/2024/04/13/salah-ledakan-dahsyat-gunung-krakatau/
Jusuf Hamka Bagikan THR Lebaran 2024 di Tiktok				,"Hasil periksa fakta Vendra Panji Tidak benar bahwa Jusuf Hamka membagikan uang THR di Tiktok, akun yang mengatasnamakan Jusuf Hamka tersebut dapat diindikasi sebagai akun […]","April 13, 2024",https://turnbackhoax.id/2024/04/13/salah-jusuf-hamka-bagikan-thr-lebaran-2024-di-tiktok/
Betlehem Dibom Saat Paskah 2024				,Hasil periksa fakta Panji Faktanya foto tersebut merupakan foto pengeboman Gaza oleh IDF pada tahun 2021 yang lalu dan sama sekali tidak ada hubungannya dengan […],"April 13, 2024",https://turnbackhoax.id/2024/04/13/salah-betlehem-dibom-saat-paskah-2024/
AHY Terjun Payung di Acara Partai Demokrat				,"Hasil periksa fakta Panji Berdasarkan dari video siaran ulang kampanye Partai Demokrat di Stadion Gajayana Malang yang diunggah di Youtube, AHY tidak sama sekali terlihat […]","April 13, 2024",https://turnbackhoax.id/2024/04/13/salah-ahy-terjun-payung-di-acara-partai-demokrat/
"Raffi Ahmad ditangkap polisi karena pencucian uang				","Hasil periksa fakta Raka. [FAKTANYA]: Video dengan narasi Raffi Ahmad diringkus polisi karena kasus TPPU Rp 271 triliun adalah tidak benar, video tersebut telah dimanipulasi […]","April 12, 2024",https://turnbackhoax.id/2024/04/12/salah-raffi-ahmad-ditangkap-polisi-karena-pencucian-uang/
Postingan Facebook Gadgetin Mepromosikan Jam Tangan Pintar				,Hasil periksa fakta Rahmah an. Akun Tiruan. GadgetIn mengimbau warganet berhati-hati terhadap banyaknya akun Facebook palsu. KATEGORI: IMPOSTER CONTENT/KONTEN TIRUAN ===Sumber Facebookhttps://archive.fo/Vsyyd NARASI:“:sob: Bodoh! Saya […],"April 12, 2024",https://turnbackhoax.id/2024/04/12/salah-postingan-facebook-gadgetin-mepromosikan-jam-tangan-pintar/
"Jepang melarang suntikan mRNA Covid				",Hasil periksa fakta Raka. [FAKTANYA]: Beredar sebuah narasi bahwa Jepang melarang penyuntikan vaksin Covid-19 berbasis mRNA. Pelarangan itu dikaitkan dengan angka kematian mendadak yang meningkat […],"April 12, 2024",https://turnbackhoax.id/2024/04/12/salah-jepang-melarang-suntikan-mrna-covid/
“Raffi Ahmad dan Nagita Slavina berbagi THR melalui akun Facebook RANS Rafi&Nagita.”				,Akun palsu. Akun Facebook resmi milik Raffi Ahmad adalah: facebook.com/RaffiAhmadLagi dan akun Facebook resmi milik Nagita Slavina adalah facebook.com/nagita.slavina.100. Selengkapnya di bagian PENJELASAN dan REFERENSI.===========================================Kategori: Konten […],"April 10, 2024",https://turnbackhoax.id/2024/04/10/salah-raffi-ahmad-dan-nagita-slavina-berbagi-thr-melalui-akun-facebook-rans-rafinagita/
“Mir’a Hayati berbagi THR 35 juta Rupiah melalui akun Facebook Mira hayati”				,Akun palsu. Akun Facebook Mir’a Hayati adalah Mir’a Hayati (facebook.com/mira.hayati17) yang terlampir di bio akun Instagram resmi Mir’a Hayati (instagram.com/mirahayati29). Selengkapnya di bagian PENJELASAN dan […],"April 10, 2024",https://turnbackhoax.id/2024/04/10/salah-mira-hayati-berbagi-thr-35-juta-rupiah-melalui-akun-facebook-mira-hayati/
Yusril Sebut Prabowo – Gibran Didiskualifikasi				,"Periksa Fakta Vania.Faktanya, video tersebut telah dipotong dan dimanipulasi dari wawancara asli yang ada pada kanal youtube Kompas TV Sukabumi. =====    KATEGORI: Konten yang Dimanipulasi […]","April 9, 2024",https://turnbackhoax.id/2024/04/09/salah-yusril-sebut-prabowo-gibran-didiskualifikasi/
Yusril Akan Mundur Dari Tim Hukum 02				,Hasil periksa fakta Amanda Rahma Postingan yang beredar di Tiktok dan menyebutkan bahwa Yusril Ihza akan mundur dari tim hukum 02 tidaklah benar. Dalam video […],"April 9, 2024",https://turnbackhoax.id/2024/04/09/salah-yusril-akan-mundur-dari-tim-hukum-02/
Video Ahmad Dhani Mokel saat Bulan Puasa 2024				,"Hasil periksa fakta Moch. Marcellodiansyah Faktanya video tersebut diambil sebelum bulan puasa yang sudah terpublikasi sejak September 2023, namun narasi yang dikaitkan dalam video tersebut […]","April 9, 2024",https://turnbackhoax.id/2024/04/09/salah-video-ahmad-dhani-mokel-saat-bulan-puasa-2024/
"“Toyota membagikan Toyota Hilux melalui akun Toyota Alphard Fans,Club”				",Akun palsu. Akun Facebook resmi milik Toyota Indonesia adalah ToyotaID (facebook.com/ToyotaID). Di akun Facebook resmi ini tidak ditemukan informasi terkait pembagian Toyota Hilux secara gratis. […],"April 9, 2024",https://turnbackhoax.id/2024/04/09/salah-toyota-membagikan-toyota-hilux-melalui-akun-toyota-alphard-fansclub/
Seorang Wanita Berselfie saat Tsunami Taiwan Menerjang				,"Periksa Fakta Vania.Video tersebut aslinya merupakan video dari Indonesia mengenai gelombang Bano, Riau pada Desember 2021.=====    KATEGORI: konteks yang salah =====    Sumber: Twitterhttps://ghostarchive.org/archive/gdrw4 =====    Narasi  [Diterjemahkan […]","April 9, 2024",https://turnbackhoax.id/2024/04/09/salah-seorang-wanita-berselfie-saat-tsunami-taiwan-menerjang/
“POLISI DUKUNG O2. POLISI KOK TERJUN KE POLITIK”				,"MENYESATKAN, TIDAK berkaitan dengan politik dan Pemilu 2024. FAKTA: video yang dibagikan sudah beredar sebelumnya pada tahun 2023 lalu, berkaitan dengan proses eksekusi hunian sengketa. […]","April 9, 2024",https://turnbackhoax.id/2024/04/09/salah-polisi-dukung-o2-polisi-kok-terjun-ke-politik/
"Gempa 9,8 Magnitude Guncang Labuan Bajo 4 April 2024				","Hasil periksa fakta Raymondha Elsha Isi video tidak memberikan penjelasan yang sesuai pada klaim jika benar telah terjadi gempa 9,8 magnitude yang menerjang Labuan Bajo. […]","April 9, 2024",https://turnbackhoax.id/2024/04/09/salah-gempa-98-magnitude-guncang-labuan-bajo-4-april-2024/
"Gempa 6,0 SR Guncang Sulawesi Hingga Tamat				","Hasil periksa fakta Amanda Rahma Faktanya, video yang diunggah di Youtube dan menyatakan bahwa Wilayah Sulawesi tamat akibat gempa 6,0 SR tidak benar. Setelah ditelusuri, […]","April 9, 2024",https://turnbackhoax.id/2024/04/09/salah-gempa-60-sr-guncang-sulawesi-hingga-tamat/
Foto Proses Penandatanganan Bukti Pelunasan Hutang Indonesia Ke China				,"Hasil periksa fakta Amanda Rahma Faktanya, foto tersebut bukanlah proses penandatanganan pelunasan hutang Indonesia ke China melainkan penandatanganan MoU kerjasama antara Negara Indonesia dan China […]","April 9, 2024",https://turnbackhoax.id/2024/04/09/salah-foto-proses-penandatanganan-bukti-pelunasan-hutang-indonesia-ke-china/
"Filipina Diguncang Gempa 10,8 Magnitude pada 5 April 2024				","Hasil periksa fakta Raymondha Elsha Isi video tidak memberikan penjelasan yang sesuai pada klaim jika benar telah terjadi gempa berkekuatan 10,8 magnitude di Filipina. Faktanya […]","April 9, 2024",https://turnbackhoax.id/2024/04/09/salah-filipina-diguncang-gempa-108-magnitude-pada-5-april-2024/
